date,campaign_name,platform,ad_creative_type,audience_segment,impressions,clicks,conversions,spend,revenue
12-02-2024,Campaign 1,TikTok,Carousel,Gen X,412,4,0,9.75,0
12-02-2024,Campaign 1,Facebook,Video,Gen Z,909,34,3,21.83,267.53
12-02-2024,Campaign 1,Facebook,Video,Millennials,5920,138,15,288.22,1343.99
12-02-2024,Campaign 1,Facebook,Video,Gen X,2937,100,8,185.69,757.57
12-02-2024,Campaign 1,Facebook,Image,Gen Z,1488,18,0,37.78,0
12-02-2024,Campaign 1,Facebook,Image,Millennials,3721,43,0,247.34,0
12-02-2024,Campaign 1,Facebook,Image,Gen X,1776,17,0,107.13,0
12-02-2024,Campaign 1,Facebook,Carousel,Gen Z,618,6,0,16.4,0
12-02-2024,Campaign 1,Facebook,Carousel,Millennials,4367,74,1,114.29,55.77
12-02-2024,Campaign 1,Facebook,Carousel,Gen X,2968,47,3,195.4,200.23
13-02-2024,Campaign 1,Instagram,Video,Gen Z,4308,203,10,257.28,974.18
13-02-2024,Campaign 1,Instagram,Video,Millennials,2594,64,9,122.62,456.39
13-02-2024,Campaign 1,Instagram,Video,Gen X,178,5,0,10.03,0
13-02-2024,Campaign 1,Instagram,Image,Gen Z,4246,82,1,267.53,54.85
13-02-2024,Campaign 1,Instagram,Image,Millennials,2729,53,2,124.13,160.32
13-02-2024,Campaign 1,Instagram,Image,Gen X,147,1,0,6.79,0
13-02-2024,Campaign 1,Instagram,Carousel,Gen Z,1889,23,1,113.37,50.68
13-02-2024,Campaign 1,Instagram,Carousel,Millennials,3368,57,2,196.72,148.42
13-02-2024,Campaign 1,Instagram,Carousel,Gen X,259,5,0,15.45,0
13-02-2024,Campaign 1,TikTok,Video,Gen Z,5892,159,10,184,591.03
13-02-2024,Campaign 1,TikTok,Video,Millennials,676,22,3,32.99,279.51
13-02-2024,Campaign 1,TikTok,Video,Gen X,389,17,1,16.86,96.29
13-02-2024,Campaign 1,TikTok,Image,Gen Z,5140,54,0,224.38,0
13-02-2024,Campaign 1,TikTok,Image,Millennials,606,5,0,40.28,0
13-02-2024,Campaign 1,TikTok,Image,Gen X,415,6,0,15.58,0
13-02-2024,Campaign 1,TikTok,Carousel,Gen Z,3620,74,4,127.59,347.29
13-02-2024,Campaign 1,TikTok,Carousel,Millennials,588,7,0,17.13,0
13-02-2024,Campaign 1,TikTok,Carousel,Gen X,225,4,0,7.11,0
13-02-2024,Campaign 1,Facebook,Video,Gen Z,953,33,4,44.38,328.2
13-02-2024,Campaign 1,Facebook,Video,Millennials,3032,82,9,168.01,723.3
13-02-2024,Campaign 1,Facebook,Video,Gen X,1251,43,2,56.55,198.65
13-02-2024,Campaign 1,Facebook,Image,Gen Z,1101,8,0,26.61,0
13-02-2024,Campaign 1,Facebook,Image,Millennials,4767,39,0,315.7,0
13-02-2024,Campaign 1,Facebook,Image,Gen X,2189,26,0,75.19,0
13-02-2024,Campaign 1,Facebook,Carousel,Gen Z,1080,17,0,35.13,0
13-02-2024,Campaign 1,Facebook,Carousel,Millennials,2996,30,1,87.26,93.31
13-02-2024,Campaign 1,Facebook,Carousel,Gen X,1075,31,2,36.32,106.8
14-02-2024,Campaign 1,Instagram,Video,Gen Z,1654,50,3,70.27,163.72
14-02-2024,Campaign 1,Instagram,Video,Millennials,1406,63,5,76.05,328.21
14-02-2024,Campaign 1,Instagram,Video,Gen X,227,8,1,13.21,61.29
14-02-2024,Campaign 1,Instagram,Image,Gen Z,4233,65,2,155.11,181.16
14-02-2024,Campaign 1,Instagram,Image,Millennials,1113,19,0,71.5,0
14-02-2024,Campaign 1,Instagram,Image,Gen X,56,0,0,2.83,0
14-02-2024,Campaign 1,Instagram,Carousel,Gen Z,4748,85,3,231.35,150.31
14-02-2024,Campaign 1,Instagram,Carousel,Millennials,2979,49,2,188.56,156.93
14-02-2024,Campaign 1,Instagram,Carousel,Gen X,486,11,0,11.67,0
14-02-2024,Campaign 1,TikTok,Video,Gen Z,4538,132,8,207.65,529.12
14-02-2024,Campaign 1,TikTok,Video,Millennials,481,16,1,31.31,93.39
14-02-2024,Campaign 1,TikTok,Video,Gen X,496,14,1,18.14,94.99
14-02-2024,Campaign 1,TikTok,Image,Gen Z,3437,23,0,208.98,0
14-02-2024,Campaign 1,TikTok,Image,Millennials,787,7,0,26.98,0
14-02-2024,Campaign 1,TikTok,Image,Gen X,236,1,0,8.52,0
14-02-2024,Campaign 1,TikTok,Carousel,Gen Z,4888,91,7,160.45,386.13
14-02-2024,Campaign 1,TikTok,Carousel,Millennials,940,12,0,44.02,0
14-02-2024,Campaign 1,TikTok,Carousel,Gen X,463,13,0,13.26,0
14-02-2024,Campaign 1,Facebook,Video,Gen Z,1106,24,1,27.71,62.87
14-02-2024,Campaign 1,Facebook,Video,Millennials,4772,224,14,192.8,1274.8
14-02-2024,Campaign 1,Facebook,Video,Gen X,2818,126,15,78.65,1301.94
14-02-2024,Campaign 1,Facebook,Image,Gen Z,674,12,0,28.75,0
14-02-2024,Campaign 1,Facebook,Image,Millennials,4555,41,1,108.91,84.83
14-02-2024,Campaign 1,Facebook,Image,Gen X,2741,22,0,105.9,0
14-02-2024,Campaign 1,Facebook,Carousel,Gen Z,1093,28,1,57.14,56.42
14-02-2024,Campaign 1,Facebook,Carousel,Millennials,3359,50,3,191.61,238.25
14-02-2024,Campaign 1,Facebook,Carousel,Gen X,2375,40,2,130.05,145.93
15-02-2024,Campaign 1,Instagram,Video,Gen Z,1790,81,7,104.76,681.41
15-02-2024,Campaign 1,Instagram,Video,Millennials,2592,76,7,66.85,690.4
15-02-2024,Campaign 1,Instagram,Video,Gen X,394,19,2,23.65,174.95
15-02-2024,Campaign 1,Instagram,Image,Gen Z,3208,50,1,119.25,56.26
15-02-2024,Campaign 1,Instagram,Image,Millennials,1061,6,0,30.94,0
15-02-2024,Campaign 1,Instagram,Image,Gen X,312,3,0,8.2,0
15-02-2024,Campaign 1,Instagram,Carousel,Gen Z,3374,67,3,97.97,290.65
15-02-2024,Campaign 1,Instagram,Carousel,Millennials,3275,48,2,103.35,110.19
15-02-2024,Campaign 1,Instagram,Carousel,Gen X,235,5,0,13.08,0
15-02-2024,Campaign 1,TikTok,Video,Gen Z,7356,222,23,198.22,2020.14
15-02-2024,Campaign 1,TikTok,Video,Millennials,500,12,0,15.58,0
15-02-2024,Campaign 1,TikTok,Video,Gen X,253,8,0,11.8,0
15-02-2024,Campaign 1,TikTok,Image,Gen Z,4734,46,1,236.5,63.71
15-02-2024,Campaign 1,TikTok,Image,Millennials,743,10,0,39.78,0
15-02-2024,Campaign 1,TikTok,Image,Gen X,387,3,0,14.22,0
15-02-2024,Campaign 1,TikTok,Carousel,Gen Z,3985,116,6,124.22,331.7
15-02-2024,Campaign 1,TikTok,Carousel,Millennials,283,6,0,16.45,0
15-02-2024,Campaign 1,TikTok,Carousel,Gen X,90,2,0,5.1,0
15-02-2024,Campaign 1,Facebook,Video,Gen Z,1195,34,1,50.76,51.65
15-02-2024,Campaign 1,Facebook,Video,Millennials,4422,165,10,244.25,587.95
15-02-2024,Campaign 1,Facebook,Video,Gen X,1490,57,3,66.8,152.2
15-02-2024,Campaign 1,Facebook,Image,Gen Z,1240,20,0,79.79,0
15-02-2024,Campaign 1,Facebook,Image,Millennials,3000,26,1,146.82,67.54
15-02-2024,Campaign 1,Facebook,Image,Gen X,2376,38,0,102.62,0
15-02-2024,Campaign 1,Facebook,Carousel,Gen Z,696,6,0,44.61,0
15-02-2024,Campaign 1,Facebook,Carousel,Millennials,5555,83,6,193.8,568.74
15-02-2024,Campaign 1,Facebook,Carousel,Gen X,1946,56,1,98.75,61.15
16-02-2024,Campaign 1,Instagram,Video,Gen Z,3685,123,17,197.63,1106.35
16-02-2024,Campaign 1,Instagram,Video,Millennials,1273,37,2,37.37,110.47
16-02-2024,Campaign 1,Instagram,Video,Gen X,462,16,0,19.46,0
16-02-2024,Campaign 1,Instagram,Image,Gen Z,2066,16,0,62.79,0
16-02-2024,Campaign 1,Instagram,Image,Millennials,3138,23,0,123.81,0
16-02-2024,Campaign 1,Instagram,Image,Gen X,355,5,0,12.39,0
16-02-2024,Campaign 1,Instagram,Carousel,Gen Z,2310,43,2,67.44,142.48
16-02-2024,Campaign 1,Instagram,Carousel,Millennials,1050,14,0,46.25,0
16-02-2024,Campaign 1,Instagram,Carousel,Gen X,485,6,0,17.13,0
16-02-2024,Campaign 1,TikTok,Video,Gen Z,6198,275,26,279.38,1583.07
16-02-2024,Campaign 1,TikTok,Video,Millennials,767,22,2,50.22,194.08
16-02-2024,Campaign 1,TikTok,Video,Gen X,474,23,1,24.29,73.7
16-02-2024,Campaign 1,TikTok,Image,Gen Z,7436,67,3,383.96,258.16
16-02-2024,Campaign 1,TikTok,Image,Millennials,833,8,0,44.79,0
16-02-2024,Campaign 1,TikTok,Image,Gen X,426,3,0,14.26,0
16-02-2024,Campaign 1,TikTok,Carousel,Gen Z,4578,61,1,225.2,95.63
16-02-2024,Campaign 1,TikTok,Carousel,Millennials,534,5,0,14.04,0
16-02-2024,Campaign 1,TikTok,Carousel,Gen X,482,14,1,22.01,89.76
16-02-2024,Campaign 1,Facebook,Video,Gen Z,1198,59,4,30.67,346.87
16-02-2024,Campaign 1,Facebook,Video,Millennials,4337,99,7,260.06,482.41
16-02-2024,Campaign 1,Facebook,Video,Gen X,2934,66,5,122.85,378.64
16-02-2024,Campaign 1,Facebook,Image,Gen Z,1357,10,0,81.66,0
16-02-2024,Campaign 1,Facebook,Image,Millennials,2734,19,0,152.93,0
16-02-2024,Campaign 1,Facebook,Image,Gen X,2199,27,1,94.78,85.43
16-02-2024,Campaign 1,Facebook,Carousel,Gen Z,883,26,1,50.4,75
16-02-2024,Campaign 1,Facebook,Carousel,Millennials,2895,49,2,197.4,147.45
16-02-2024,Campaign 1,Facebook,Carousel,Gen X,2086,56,2,84.62,189.1
17-02-2024,Campaign 1,Instagram,Video,Gen Z,2881,93,10,148.37,708.69
17-02-2024,Campaign 1,Instagram,Video,Millennials,1298,50,2,67.67,127.71
17-02-2024,Campaign 1,Instagram,Video,Gen X,362,10,0,18.5,0
17-02-2024,Campaign 1,Instagram,Image,Gen Z,2963,57,2,184.14,140.68
17-02-2024,Campaign 1,Instagram,Image,Millennials,2983,21,0,70.68,0
17-02-2024,Campaign 1,Instagram,Image,Gen X,400,5,0,22.78,0
17-02-2024,Campaign 1,Instagram,Carousel,Gen Z,3662,90,3,219.14,238.26
17-02-2024,Campaign 1,Instagram,Carousel,Millennials,3309,56,2,85.85,157.82
17-02-2024,Campaign 1,Instagram,Carousel,Gen X,116,1,0,6.2,0
17-02-2024,Campaign 1,TikTok,Video,Gen Z,3385,138,7,217.77,595.73
17-02-2024,Campaign 1,TikTok,Video,Millennials,714,24,2,34.68,191.68
17-02-2024,Campaign 1,TikTok,Video,Gen X,328,15,0,16.36,0
17-02-2024,Campaign 1,TikTok,Image,Gen Z,5992,37,0,204.88,0
17-02-2024,Campaign 1,TikTok,Image,Millennials,884,17,0,45.57,0
17-02-2024,Campaign 1,TikTok,Image,Gen X,381,4,0,24.83,0
17-02-2024,Campaign 1,TikTok,Carousel,Gen Z,7304,186,6,221.19,421.9
17-02-2024,Campaign 1,TikTok,Carousel,Millennials,640,18,1,18.23,69.1
17-02-2024,Campaign 1,TikTok,Carousel,Gen X,365,9,0,18.82,0
17-02-2024,Campaign 1,Facebook,Video,Gen Z,1116,54,3,58.37,186.82
17-02-2024,Campaign 1,Facebook,Video,Millennials,5374,184,27,123.63,1907.12
17-02-2024,Campaign 1,Facebook,Video,Gen X,1773,39,3,60.47,298.2
17-02-2024,Campaign 1,Facebook,Image,Gen Z,1061,13,0,62.88,0
17-02-2024,Campaign 1,Facebook,Image,Millennials,5319,49,1,177.99,50.98
17-02-2024,Campaign 1,Facebook,Image,Gen X,1932,12,0,70.4,0
17-02-2024,Campaign 1,Facebook,Carousel,Gen Z,916,21,1,26.98,57.98
17-02-2024,Campaign 1,Facebook,Carousel,Millennials,2678,66,1,75.87,81.65
17-02-2024,Campaign 1,Facebook,Carousel,Gen X,2992,51,3,178.72,210.05
18-02-2024,Campaign 1,Instagram,Video,Gen Z,3737,120,15,167.55,1423.15
18-02-2024,Campaign 1,Instagram,Video,Millennials,2343,95,7,76.42,634.8
18-02-2024,Campaign 1,Instagram,Video,Gen X,173,6,0,5.1,0
18-02-2024,Campaign 1,Instagram,Image,Gen Z,4094,23,0,193.57,0
18-02-2024,Campaign 1,Instagram,Image,Millennials,2838,31,1,134.06,75.13
18-02-2024,Campaign 1,Instagram,Image,Gen X,238,1,0,15.54,0
18-02-2024,Campaign 1,Instagram,Carousel,Gen Z,3302,55,4,211.12,342.74
18-02-2024,Campaign 1,Instagram,Carousel,Millennials,3066,71,1,176.81,60.51
18-02-2024,Campaign 1,Instagram,Carousel,Gen X,390,5,0,11.94,0
18-02-2024,Campaign 1,TikTok,Video,Gen Z,6363,157,22,295.28,1180.19
18-02-2024,Campaign 1,TikTok,Video,Millennials,864,18,1,44.2,96.72
18-02-2024,Campaign 1,TikTok,Video,Gen X,84,2,0,2.42,0
18-02-2024,Campaign 1,TikTok,Image,Gen Z,6849,117,2,248.71,100.06
18-02-2024,Campaign 1,TikTok,Image,Millennials,720,13,0,19,0
18-02-2024,Campaign 1,TikTok,Image,Gen X,298,1,0,19.82,0
18-02-2024,Campaign 1,TikTok,Carousel,Gen Z,3275,48,2,109.77,171.37
18-02-2024,Campaign 1,TikTok,Carousel,Millennials,901,23,0,37.69,0
18-02-2024,Campaign 1,TikTok,Carousel,Gen X,205,3,0,11.21,0
18-02-2024,Campaign 1,Facebook,Video,Gen Z,890,33,1,28.07,73.73
18-02-2024,Campaign 1,Facebook,Video,Millennials,3525,170,17,143.63,1570.97
18-02-2024,Campaign 1,Facebook,Video,Gen X,2715,82,10,103.76,527.72
18-02-2024,Campaign 1,Facebook,Image,Gen Z,1255,13,0,56.73,0
18-02-2024,Campaign 1,Facebook,Image,Millennials,3389,63,2,158.71,155.74
18-02-2024,Campaign 1,Facebook,Image,Gen X,1420,12,0,52.08,0
18-02-2024,Campaign 1,Facebook,Carousel,Gen Z,1394,26,0,75.55,0
18-02-2024,Campaign 1,Facebook,Carousel,Millennials,3031,63,2,130.83,196.55
18-02-2024,Campaign 1,Facebook,Carousel,Gen X,2137,33,1,97.15,63.8
19-02-2024,Campaign 1,Instagram,Video,Gen Z,2044,45,5,68.72,372.32
19-02-2024,Campaign 1,Instagram,Video,Millennials,3099,93,9,99.57,783.9
19-02-2024,Campaign 1,Instagram,Video,Gen X,281,9,1,15.17,59.18
19-02-2024,Campaign 1,Instagram,Image,Gen Z,1883,29,0,120.62,0
19-02-2024,Campaign 1,Instagram,Image,Millennials,2745,17,0,180.59,0
19-02-2024,Campaign 1,Instagram,Image,Gen X,62,0,0,1.78,0
19-02-2024,Campaign 1,Instagram,Carousel,Gen Z,1568,36,2,54.68,167.21
19-02-2024,Campaign 1,Instagram,Carousel,Millennials,2769,38,1,111.46,91.86
19-02-2024,Campaign 1,Instagram,Carousel,Gen X,266,6,0,9.71,0
19-02-2024,Campaign 1,TikTok,Video,Gen Z,2969,92,11,140.67,592.62
19-02-2024,Campaign 1,TikTok,Video,Millennials,826,31,3,45.16,166.8
19-02-2024,Campaign 1,TikTok,Video,Gen X,79,3,0,3.1,0
19-02-2024,Campaign 1,TikTok,Image,Gen Z,7314,49,1,198.4,51.37
19-02-2024,Campaign 1,TikTok,Image,Millennials,702,13,0,33.26,0
19-02-2024,Campaign 1,TikTok,Image,Gen X,88,1,0,2.83,0
19-02-2024,Campaign 1,TikTok,Carousel,Gen Z,7115,90,6,212.3,390.35
19-02-2024,Campaign 1,TikTok,Carousel,Millennials,658,16,1,16.86,72.5
19-02-2024,Campaign 1,TikTok,Carousel,Gen X,366,10,0,10.71,0
19-02-2024,Campaign 1,Facebook,Video,Gen Z,621,17,1,18.68,94.28
19-02-2024,Campaign 1,Facebook,Video,Millennials,3382,124,8,107.54,527.53
19-02-2024,Campaign 1,Facebook,Video,Gen X,1203,42,4,33.45,277.9
19-02-2024,Campaign 1,Facebook,Image,Gen Z,1090,18,0,39.6,0
19-02-2024,Campaign 1,Facebook,Image,Millennials,3448,22,0,109.82,0
19-02-2024,Campaign 1,Facebook,Image,Gen X,1487,22,0,50.35,0
19-02-2024,Campaign 1,Facebook,Carousel,Gen Z,1168,33,1,26.66,94.7
19-02-2024,Campaign 1,Facebook,Carousel,Millennials,2965,68,1,195.62,62.93
19-02-2024,Campaign 1,Facebook,Carousel,Gen X,2896,47,3,155.93,283.31
20-02-2024,Campaign 1,Instagram,Video,Gen Z,4726,151,12,274.09,1081.9
20-02-2024,Campaign 1,Instagram,Video,Millennials,3190,113,12,74.91,1068.34
20-02-2024,Campaign 1,Instagram,Video,Gen X,53,2,0,2.1,0
20-02-2024,Campaign 1,Instagram,Image,Gen Z,2242,17,0,58.28,0
20-02-2024,Campaign 1,Instagram,Image,Millennials,1515,18,0,69.13,0
20-02-2024,Campaign 1,Instagram,Image,Gen X,174,3,0,9.11,0
20-02-2024,Campaign 1,Instagram,Carousel,Gen Z,2911,67,2,95.65,172.92
20-02-2024,Campaign 1,Instagram,Carousel,Millennials,2284,57,3,69.4,269.61
20-02-2024,Campaign 1,Instagram,Carousel,Gen X,491,5,0,31.12,0
20-02-2024,Campaign 1,TikTok,Video,Gen Z,5096,163,17,259.97,1413.97
20-02-2024,Campaign 1,TikTok,Video,Millennials,714,33,3,33.17,178.59
20-02-2024,Campaign 1,TikTok,Video,Gen X,282,12,1,19.05,54.87
20-02-2024,Campaign 1,TikTok,Image,Gen Z,2689,27,1,69.31,77.47
20-02-2024,Campaign 1,TikTok,Image,Millennials,618,12,0,31.58,0
20-02-2024,Campaign 1,TikTok,Image,Gen X,52,0,0,2.51,0
20-02-2024,Campaign 1,TikTok,Carousel,Gen Z,5821,82,4,362.82,286.42
20-02-2024,Campaign 1,TikTok,Carousel,Millennials,398,7,0,16.13,0
20-02-2024,Campaign 1,TikTok,Carousel,Gen X,268,8,0,9.71,0
20-02-2024,Campaign 1,Facebook,Video,Gen Z,970,40,3,56.69,216.4
20-02-2024,Campaign 1,Facebook,Video,Millennials,4165,162,10,202.23,751.96
20-02-2024,Campaign 1,Facebook,Video,Gen X,1173,36,3,69.95,204.27
20-02-2024,Campaign 1,Facebook,Image,Gen Z,1355,16,0,50.4,0
20-02-2024,Campaign 1,Facebook,Image,Millennials,5640,89,2,294.96,102.93
20-02-2024,Campaign 1,Facebook,Image,Gen X,2915,45,1,76.6,71.31
20-02-2024,Campaign 1,Facebook,Carousel,Gen Z,1207,16,1,49.99,73.33
20-02-2024,Campaign 1,Facebook,Carousel,Millennials,2460,36,2,99.34,126.73
20-02-2024,Campaign 1,Facebook,Carousel,Gen X,2050,30,1,62.43,59.5
21-02-2024,Campaign 1,Instagram,Video,Gen Z,1898,75,4,101.34,327.09
21-02-2024,Campaign 1,Instagram,Video,Millennials,2451,79,4,86.4,396
21-02-2024,Campaign 1,Instagram,Video,Gen X,418,11,1,12.85,50.51
21-02-2024,Campaign 1,Instagram,Image,Gen Z,4057,54,2,271.45,154.06
21-02-2024,Campaign 1,Instagram,Image,Millennials,2140,40,0,69.13,0
21-02-2024,Campaign 1,Instagram,Image,Gen X,263,2,0,11.44,0
21-02-2024,Campaign 1,Instagram,Carousel,Gen Z,3497,79,3,89.27,287.39
21-02-2024,Campaign 1,Instagram,Carousel,Millennials,1868,25,1,100.25,76.29
21-02-2024,Campaign 1,Instagram,Carousel,Gen X,92,1,0,2.32,0
21-02-2024,Campaign 1,TikTok,Video,Gen Z,2833,115,13,179.72,1126.37
21-02-2024,Campaign 1,TikTok,Video,Millennials,280,11,0,13.58,0
21-02-2024,Campaign 1,TikTok,Video,Gen X,75,3,0,5.1,0
21-02-2024,Campaign 1,TikTok,Image,Gen Z,5250,93,2,339.39,144.04
21-02-2024,Campaign 1,TikTok,Image,Millennials,567,9,0,37.73,0
21-02-2024,Campaign 1,TikTok,Image,Gen X,237,2,0,10.94,0
21-02-2024,Campaign 1,TikTok,Carousel,Gen Z,7408,104,3,232.76,168.84
21-02-2024,Campaign 1,TikTok,Carousel,Millennials,593,10,0,34.09,0
21-02-2024,Campaign 1,TikTok,Carousel,Gen X,366,10,0,13.94,0
21-02-2024,Campaign 1,Facebook,Video,Gen Z,1136,28,4,65.57,253.66
21-02-2024,Campaign 1,Facebook,Video,Millennials,4988,126,15,170.97,1118.11
21-02-2024,Campaign 1,Facebook,Video,Gen X,1762,76,8,84.53,445.9
21-02-2024,Campaign 1,Facebook,Image,Gen Z,1361,24,0,75.28,0
21-02-2024,Campaign 1,Facebook,Image,Millennials,3417,18,0,161.81,0
21-02-2024,Campaign 1,Facebook,Image,Gen X,1563,17,0,78.61,0
21-02-2024,Campaign 1,Facebook,Carousel,Gen Z,944,17,0,60.51,0
21-02-2024,Campaign 1,Facebook,Carousel,Millennials,3374,61,1,130.28,63.26
21-02-2024,Campaign 1,Facebook,Carousel,Gen X,2461,68,5,110.64,425.58
22-02-2024,Campaign 1,Instagram,Video,Gen Z,2546,92,5,166.37,441.59
22-02-2024,Campaign 1,Instagram,Video,Millennials,2003,53,5,118.34,386.77
22-02-2024,Campaign 1,Instagram,Video,Gen X,393,18,1,11.07,76.41
22-02-2024,Campaign 1,Instagram,Image,Gen Z,3823,53,1,195.58,50.5
22-02-2024,Campaign 1,Instagram,Image,Millennials,3178,21,0,143.72,0
22-02-2024,Campaign 1,Instagram,Image,Gen X,305,4,0,11.12,0
22-02-2024,Campaign 1,Instagram,Carousel,Gen Z,3100,55,2,196.54,141.13
22-02-2024,Campaign 1,Instagram,Carousel,Millennials,2343,47,3,118.25,297.51
22-02-2024,Campaign 1,Instagram,Carousel,Gen X,445,4,0,26.52,0
22-02-2024,Campaign 1,TikTok,Video,Gen Z,3744,106,8,242.79,482.66
22-02-2024,Campaign 1,TikTok,Video,Millennials,938,42,5,43.11,308.23
22-02-2024,Campaign 1,TikTok,Video,Gen X,321,13,1,9.57,61.28
22-02-2024,Campaign 1,TikTok,Image,Gen Z,2514,42,0,64.93,0
22-02-2024,Campaign 1,TikTok,Image,Millennials,719,11,0,28.16,0
22-02-2024,Campaign 1,TikTok,Image,Gen X,198,3,0,4.6,0
22-02-2024,Campaign 1,TikTok,Carousel,Gen Z,2807,76,3,71.82,257.18
22-02-2024,Campaign 1,TikTok,Carousel,Millennials,411,5,0,27.48,0
22-02-2024,Campaign 1,TikTok,Carousel,Gen X,277,8,0,14.81,0
22-02-2024,Campaign 1,Facebook,Video,Gen Z,1016,33,2,47.3,158.57
22-02-2024,Campaign 1,Facebook,Video,Millennials,2537,70,3,90.77,233.1
22-02-2024,Campaign 1,Facebook,Video,Gen X,2974,126,18,100.3,1191.17
22-02-2024,Campaign 1,Facebook,Image,Gen Z,1088,12,0,34.22,0
22-02-2024,Campaign 1,Facebook,Image,Millennials,4890,65,1,205.06,78.11
22-02-2024,Campaign 1,Facebook,Image,Gen X,2257,26,0,116.93,0
22-02-2024,Campaign 1,Facebook,Carousel,Gen Z,1386,39,1,55,78.45
22-02-2024,Campaign 1,Facebook,Carousel,Millennials,3772,87,6,236.14,450.55
22-02-2024,Campaign 1,Facebook,Carousel,Gen X,1842,33,1,46.12,59.55
23-02-2024,Campaign 1,Instagram,Video,Gen Z,4777,146,9,260.15,727.31
23-02-2024,Campaign 1,Instagram,Video,Millennials,2720,115,8,76.55,500.8
23-02-2024,Campaign 1,Instagram,Video,Gen X,288,13,1,13.81,97.22
23-02-2024,Campaign 1,Instagram,Image,Gen Z,3771,64,1,105.99,56.45
23-02-2024,Campaign 1,Instagram,Image,Millennials,3155,52,0,84.35,0
23-02-2024,Campaign 1,Instagram,Image,Gen X,452,2,0,25.29,0
23-02-2024,Campaign 1,Instagram,Carousel,Gen Z,3519,86,2,145.36,148.51
23-02-2024,Campaign 1,Instagram,Carousel,Millennials,1564,39,3,56,160.67
23-02-2024,Campaign 1,Instagram,Carousel,Gen X,183,3,0,7.61,0
23-02-2024,Campaign 1,TikTok,Video,Gen Z,5460,261,37,141.63,2694.36
23-02-2024,Campaign 1,TikTok,Video,Millennials,905,34,1,39.19,87.82
23-02-2024,Campaign 1,TikTok,Video,Gen X,435,16,1,11.71,74.88
23-02-2024,Campaign 1,TikTok,Image,Gen Z,6897,127,4,427.11,217.75
23-02-2024,Campaign 1,TikTok,Image,Millennials,546,5,0,18.41,0
23-02-2024,Campaign 1,TikTok,Image,Gen X,382,2,0,21.42,0
23-02-2024,Campaign 1,TikTok,Carousel,Gen Z,4932,129,5,291.27,326.44
23-02-2024,Campaign 1,TikTok,Carousel,Millennials,923,15,0,27.43,0
23-02-2024,Campaign 1,TikTok,Carousel,Gen X,482,11,0,11.89,0
23-02-2024,Campaign 1,Facebook,Video,Gen Z,655,29,3,22.47,233.29
23-02-2024,Campaign 1,Facebook,Video,Millennials,4727,131,18,269.76,915.88
23-02-2024,Campaign 1,Facebook,Video,Gen X,1782,72,3,70.86,202.76
23-02-2024,Campaign 1,Facebook,Image,Gen Z,969,7,0,57.55,0
23-02-2024,Campaign 1,Facebook,Image,Millennials,5348,91,2,302.39,166.19
23-02-2024,Campaign 1,Facebook,Image,Gen X,1027,14,0,37.64,0
23-02-2024,Campaign 1,Facebook,Carousel,Gen Z,983,17,0,42.97,0
23-02-2024,Campaign 1,Facebook,Carousel,Millennials,5364,82,2,177.76,133.92
23-02-2024,Campaign 1,Facebook,Carousel,Gen X,1452,21,1,87.58,92.85
24-02-2024,Campaign 1,Instagram,Video,Gen Z,4416,108,13,149.65,954.59
24-02-2024,Campaign 1,Instagram,Video,Millennials,1391,60,3,84.16,214.15
24-02-2024,Campaign 1,Instagram,Video,Gen X,218,8,1,5.15,77.48
24-02-2024,Campaign 1,Instagram,Image,Gen Z,3324,56,1,109.59,96.67
24-02-2024,Campaign 1,Instagram,Image,Millennials,1763,13,0,115.97,0
24-02-2024,Campaign 1,Instagram,Image,Gen X,477,9,0,13.35,0
24-02-2024,Campaign 1,Instagram,Carousel,Gen Z,3032,82,5,190.98,358.47
24-02-2024,Campaign 1,Instagram,Carousel,Millennials,1823,54,2,65.39,155.79
24-02-2024,Campaign 1,Instagram,Carousel,Gen X,326,7,0,21.74,0
24-02-2024,Campaign 1,TikTok,Video,Gen Z,7188,359,28,255.64,1623.65
24-02-2024,Campaign 1,TikTok,Video,Millennials,540,11,1,25.7,77.99
24-02-2024,Campaign 1,TikTok,Video,Gen X,131,3,0,4.97,0
24-02-2024,Campaign 1,TikTok,Image,Gen Z,4770,27,0,284.03,0
24-02-2024,Campaign 1,TikTok,Image,Millennials,812,9,0,20.51,0
24-02-2024,Campaign 1,TikTok,Image,Gen X,453,6,0,15.99,0
24-02-2024,Campaign 1,TikTok,Carousel,Gen Z,5761,156,8,238.96,533.18
24-02-2024,Campaign 1,TikTok,Carousel,Millennials,794,9,0,27.48,0
24-02-2024,Campaign 1,TikTok,Carousel,Gen X,317,5,0,14.86,0
24-02-2024,Campaign 1,Facebook,Video,Gen Z,1337,51,4,63.07,357.68
24-02-2024,Campaign 1,Facebook,Video,Millennials,2808,118,10,106.68,658.23
24-02-2024,Campaign 1,Facebook,Video,Gen X,2378,54,2,126.41,180.75
24-02-2024,Campaign 1,Facebook,Image,Gen Z,1076,7,0,70.22,0
24-02-2024,Campaign 1,Facebook,Image,Millennials,5204,89,3,339.62,265.53
24-02-2024,Campaign 1,Facebook,Image,Gen X,2674,22,0,84.94,0
24-02-2024,Campaign 1,Facebook,Carousel,Gen Z,1369,40,1,84.39,69.38
24-02-2024,Campaign 1,Facebook,Carousel,Millennials,5541,157,11,165.78,751.65
